时间(s),关节角度(°),电机电流(A),振动值(mm/s),温度(℃),健康状态,状态编码
720,109.0964,8.0994,0.6269585050387941,0.8524402653682104,严重抖动,0
721,118.1566,4.2401,-0.18925034683849806,0.21365238118427662,轻微抖动,2
722,-38.4586,8.3675,0.24888013510109627,1.2136512806822815,严重抖动,0
723,61.469,17.0997,0.017858511876703294,-0.4588020560853842,轻微抖动,2
724,10.672,7.6076,-1.5073570526798956,-0.7117708244666707,平稳,1
725,-33.1128,14.0618,-0.15875143956194443,0.3959224316860653,轻微抖动,2
726,177.5389,3.0157,-0.7345491928849635,0.2010822128049344,轻微抖动,2
727,107.9146,7.5638,-1.4241352281733304,-1.626095338485048,轻微抖动,2
728,15.3172,19.5904,-0.7951754814358093,-0.65853676145046,轻微抖动,2
729,-7.5706,18.0429,-0.26017803817932056,0.16317864156892656,轻微抖动,2
730,-100.4116,10.7364,1.5516867246675445,1.2973532611609164,严重抖动,0
731,-30.0268,13.322,1.7672055810703005,1.4373835802261021,严重抖动,0
732,-175.7168,6.57,-0.5506775968566602,0.000726565124731032,轻微抖动,2
733,45.9022,15.9038,-1.5554865575183108,-1.023786510814183,平稳,1
734,2.1899,14.6272,0.5385353165005689,0.569410583731053,严重抖动,0
735,159.337,16.8116,1.3076954664551155,0.5799979111041071,严重抖动,0
736,3.689,19.5711,-0.9180154878198907,0.16628335314456322,轻微抖动,2
737,-76.4808,4.0461,-0.6828057532972779,-0.4705164720304334,轻微抖动,2
738,89.2525,4.7417,0.5607593264540267,0.5605034532106973,严重抖动,0
739,86.2589,8.9351,0.9619060836230491,0.7782872297356508,严重抖动,0
740,124.7167,10.3185,-0.7050297632507356,-0.1904871419159508,轻微抖动,2
741,-64.9723,4.1075,-1.2290503018949543,-1.1026879288565397,平稳,1
742,167.2642,10.6752,-0.10369804104502059,-0.5685053437596449,轻微抖动,2
743,-148.6505,1.6939,-0.7935205019711902,-0.3816277969195586,轻微抖动,2
744,168.4875,14.356,-0.4623219585006644,-0.6397102078960113,轻微抖动,2
745,30.0319,2.1696,-1.0520350493629302,-0.8725896660820018,平稳,1
746,-176.9884,2.5707,1.022937673267271,0.5687218073815001,严重抖动,0
747,-157.9324,10.986,-1.1168832243031108,-1.5375093075277644,平稳,1
748,-107.7016,9.5888,1.2759131057162043,0.7110845736303997,严重抖动,0
749,157.8102,18.369,1.1252086491625137,1.0932980496031897,严重抖动,0
750,-37.6272,4.3184,-1.5554865575183108,-2.099644732810685,平稳,1
751,133.8718,14.0601,-1.0287640115849177,-0.9869056680972084,平稳,1
752,-102.3697,2.5923,-1.2724850690684293,-1.7002170661017182,轻微抖动,2
753,9.7455,1.7259,0.04474348440398648,-0.23945287876599158,轻微抖动,2
754,-120.8934,3.3458,0.5225934734944412,0.7210613946936218,严重抖动,0
755,-70.7568,17.4148,-0.43986152290940395,-0.5501484104435277,轻微抖动,2
756,116.674,1.1012,1.0888328760320065,1.0654965314939595,严重抖动,0
757,-84.745,10.8705,-0.45431726190648575,0.2231126199853346,轻微抖动,2
758,34.7308,6.2246,0.37567182714559494,0.4832874500236867,严重抖动,0
759,-57.4615,10.0548,1.4942352946814785,0.8144271160765919,严重抖动,0
760,-23.0226,12.9707,-0.5619247021978477,-0.2666595445733354,轻微抖动,2
761,-5.4028,6.806,-1.4656785902443836,-1.220630442712196,平稳,1
762,79.041,3.0416,-0.31941954799446454,0.34497385382973533,轻微抖动,2
763,171.3854,5.8798,1.2423068900571002,0.4424931053206152,严重抖动,0
764,16.966,1.7749,-0.22569367015123484,-0.07950022559025006,轻微抖动,2
765,152.0996,17.2007,-0.5505087214010869,-0.1672983381476661,轻微抖动,2
766,6.1741,8.03,-0.6872640653244153,-0.3333143104005333,轻微抖动,2
767,-58.3308,9.9271,0.9746730680643971,0.7219849811623409,严重抖动,0
768,72.7792,10.7512,-0.8503639803171921,0.011673934680505423,轻微抖动,2
769,-131.2492,6.5346,-0.3340103873560052,-0.026787962838852583,轻微抖动,2
770,130.3751,17.8935,-0.4551278640932381,-0.4752231104190458,轻微抖动,2
771,-30.317,12.4206,-0.006932405001469983,0.2537579495377953,轻微抖动,2
772,-83.3194,15.7555,0.872841168353645,1.190869481120551,严重抖动,0
773,166.1906,10.7179,-0.5688485958763566,-0.32424542179808535,轻微抖动,2
774,-1.4128,4.213,-0.20103785363752058,0.016474497116783896,轻微抖动,2
775,127.4214,4.2717,0.604869595449795,0.585221131754884,严重抖动,0
776,107.2595,11.6994,-1.5065464504931432,-1.9875985619474144,平稳,1
777,85.9601,19.2384,0.8844935747882088,0.47699975683269186,严重抖动,0
778,13.2726,18.3051,1.4737675894659839,1.1741092566147608,轻微抖动,2
779,85.2541,10.0429,1.5131831207968127,1.1544060786154264,严重抖动,0
780,-127.4339,6.4944,0.5592056722627515,0.7386930256416494,严重抖动,0
781,-58.9805,6.5154,-0.5952269420369196,-0.18850951891230994,轻微抖动,2
782,124.6745,14.9137,-1.2827526967672913,-0.6748169297126223,平稳,1
783,17.583,11.2282,0.3944170027142406,0.743911028289778,严重抖动,0
784,124.7524,10.5981,0.3156197151436985,1.2137086787114106,严重抖动,0
785,-47.575,11.55,-1.0602086214126825,-1.0326362433054097,平稳,1
786,41.8407,9.1458,-0.3778842307139711,0.20686897774170934,轻微抖动,2
787,-103.9453,13.0209,0.8873982326240709,0.545152089419902,严重抖动,0
788,-159.013,19.97,0.06727147017747626,0.2580419297119089,轻微抖动,2
789,-54.8144,17.652,1.0232754241784179,0.9712228776502152,严重抖动,0
790,7.2298,16.7748,1.0942031155192402,0.8205687051934395,严重抖动,0
791,29.292,15.8349,-0.5092017849678364,-0.35891383139225347,轻微抖动,2
792,135.473,6.6616,-0.8591117289158936,-2.1152048167074056,平稳,1
793,135.5753,18.3372,-1.5554865575183108,-1.0246840072696615,平稳,1
794,-95.2534,14.8126,-0.6233615929354458,-0.5217833480482994,轻微抖动,2
795,3.0262,3.9902,-0.9829649880334154,-0.84983917453616,平稳,1
796,35.3457,6.0237,0.682552305013553,0.4612257348273982,严重抖动,0
797,118.3202,16.6349,1.6704061699356354,0.5856542259746783,严重抖动,0
798,22.5477,3.5596,-1.2376291750380823,-1.5296927395608673,平稳,1
799,-78.337,16.8708,-0.0028118438854793527,-0.6206331902144522,轻微抖动,2
800,-37.3118,2.4789,-1.0932406605228369,-1.7300849132596077,平稳,1
801,-141.7075,2.5646,-0.36923780738861356,0.33736600596876376,严重抖动,0
802,30.2003,4.9857,-0.5411530211623211,0.351532883158433,轻微抖动,2
803,-170.8486,1.7488,1.6653736813595488,1.3708227384465708,严重抖动,0
804,-123.9569,5.3202,-0.2504170368471788,-0.5833609972988677,轻微抖动,2
805,-164.1268,8.4858,-1.2602247109938016,-1.5008476209220112,平稳,1
806,155.7155,5.7209,-0.23106390963846862,-0.4692693693975307,轻微抖动,2
807,75.5658,1.2031,0.03775204054324807,0.6956653758051787,严重抖动,0
808,-89.1831,3.9763,-0.7751468524048056,0.22321176203564863,轻微抖动,2
809,96.1805,13.5363,-1.041193245115119,-0.7369842132624291,平稳,1
810,-3.5201,7.8075,-1.2402298570539123,-2.0061485613615124,平稳,1
811,151.7161,9.0384,-0.2739920504452235,-0.4934130676504228,轻微抖动,2
812,109.0679,9.1155,-0.6368040791990874,-0.43773697939488804,轻微抖动,2
813,-80.7996,16.2154,1.566919290760264,0.9466721751907688,严重抖动,0
814,2.8261,4.0825,1.1684745408804154,0.5944465604367758,严重抖动,0
815,155.0385,6.1385,0.8353508172163533,1.1322921833926562,严重抖动,0
816,27.9849,10.7866,-0.2462289255489588,-0.16269084180936813,轻微抖动,2
817,61.8811,18.3207,-1.2130409087065972,-0.7968399216391152,平稳,1
818,53.1612,9.0133,0.04589183750188554,1.3126002648987487,严重抖动,0
819,19.6917,11.9303,0.13066731619972544,0.5908878826307518,严重抖动,0
820,-54.3023,13.7361,-0.047530064521312004,-0.5389714487712358,轻微抖动,2
821,100.6475,11.929,0.6217571410071336,1.263613656038115,严重抖动,0
822,169.5075,19.0021,-1.2524902151285404,-1.9463867770324927,平稳,1
823,-28.3043,16.0829,0.5163788567293406,0.6562485838012138,严重抖动,0
824,70.4307,18.8199,-0.10558944614744231,-0.1482161024634587,轻微抖动,2
825,6.2645,1.2843,0.23070913608139962,0.591581876982953,严重抖动,0
826,-30.6951,18.6767,-0.6200178589150928,-0.32753276346640664,轻微抖动,2
827,12.0923,3.149,0.36591082581345313,0.778088945635022,严重抖动,0
828,-48.8124,7.7071,1.0974455242662493,1.4085436795898938,严重抖动,0
829,104.9904,10.0384,0.5030714708301576,0.5764183612874906,严重抖动,0
830,-121.4759,19.9148,0.1728186299108429,0.7374981030352283,严重抖动,0
831,111.9655,17.3207,-1.17767838830953,-2.125849542109588,平稳,1
832,-159.9352,11.9053,-0.1762807118504619,-0.05169348947837155,轻微抖动,2
833,-117.1498,6.4351,1.4745781916527365,0.7038054599362601,严重抖动,0
834,-27.7645,11.7493,-0.7578202306629762,-0.09131378358561369,轻微抖动,2
835,-149.6626,16.4254,1.3856146016566762,0.6508949130842338,严重抖动,0
836,119.1321,1.7903,0.868146430688705,0.4076368476311149,严重抖动,0
837,-39.0673,17.0541,-1.4653070642421222,-0.9427613656940385,平稳,1
838,-135.8931,5.0285,-1.5554865575183108,-1.4280095219567808,平稳,1
839,63.7659,17.6156,1.1933330079408182,1.0226671657581174,严重抖动,0
840,-60.8806,6.1261,0.8643298453927464,1.2888270448338741,严重抖动,0
841,-95.7499,12.1736,-0.941658051600165,-0.8753082454616767,平稳,1
842,-156.0139,19.5455,0.35533922229455916,0.3618593103990802,严重抖动,0
843,20.9634,7.1712,-0.3326256086203033,-0.032496457735905586,轻微抖动,2
844,143.1032,18.9875,-0.4810333589781955,-0.48194389782983565,轻微抖动,2
845,-60.2436,10.561,1.018242935602331,0.603087572822077,严重抖动,0
846,-116.2644,1.5419,-1.5333300977470823,-2.20861228211156,平稳,1
847,171.205,12.7091,1.5833002099508826,1.1374736600222481,平稳,1
848,132.035,10.8653,1.530509742538642,1.209774304714722,严重抖动,0
849,-170.839,13.2122,-0.622719866204267,0.05453982643488392,轻微抖动,2
850,-130.7092,7.4793,1.4078723867012484,1.163574109268189,严重抖动,0
851,8.3268,13.0275,1.3611614356896498,0.44825378024414936,严重抖动,0
852,-4.7495,19.593,-1.434774381874454,-1.73746838700671,平稳,1
853,-103.9374,10.1676,-0.6742606552452646,-0.0780861468726073,轻微抖动,2
854,20.1789,6.4123,-0.34083295576117,-0.12415589225293686,轻微抖动,2
855,-176.2106,19.8171,-0.6898309722491308,0.24273230994229858,轻微抖动,2
856,-76.3277,18.3856,0.5040171733813688,0.8216697037521942,严重抖动,0
857,-8.1043,10.3974,1.4096962416214414,1.0017899371629544,严重抖动,0
858,-132.7964,9.6519,0.03251690142047329,-0.3526835362303877,轻微抖动,2
859,-29.3592,7.5467,1.191272727382823,0.6091143658806658,平稳,1
860,81.9336,13.907,-0.9671582453917463,-1.8608480596217167,平稳,1
861,-118.5983,3.5884,-0.21741877282813898,0.12122590027797052,轻微抖动,2
862,-118.0441,6.8032,0.8009339993704971,0.5151381381878651,严重抖动,0
863,-137.2839,11.8374,-0.9812086832954521,-2.106485534282382,平稳,1
864,-147.1519,13.9,1.373590669219851,0.7265820414953422,严重抖动,0
865,-110.254,5.9733,0.9913241879839332,1.3409079292648478,严重抖动,0
866,-149.7594,13.949,-1.417278884677051,-0.5372495078973533,平稳,1
867,-68.347,9.5754,1.5929261109185655,0.7454607750762725,严重抖动,0
868,118.8659,7.8488,-0.273417873896274,-0.571990969528595,轻微抖动,2
869,8.0544,1.1372,-1.1777459384917595,-0.715626928423638,平稳,1
870,-50.7345,1.8642,-0.4686041254479943,0.25719661328291216,轻微抖动,2
871,-86.9097,14.7599,1.258383833427687,1.1268184986147691,严重抖动,0
872,38.2741,7.9355,1.3556223207468425,1.1151458266909051,严重抖动,0
873,-88.4816,17.3796,0.2061546448410294,0.8092769474628883,严重抖动,0
874,16.3306,1.9729,1.3552170196534667,1.125550523971274,严重抖动,0
875,105.7383,15.9189,-0.9266281360541335,-1.1203352138125113,平稳,1
876,21.3487,4.5608,1.5466880111825725,0.8194050906029067,严重抖动,0
877,-63.5006,16.9345,0.01752076096555641,-0.07278465618210814,轻微抖动,2
878,-49.2519,6.4559,-1.073955083496356,-1.7412410029213072,平稳,1
879,-84.0038,14.6058,-0.364272868994756,0.3524408156192079,轻微抖动,2
880,162.8969,16.8644,-0.22282278740648737,0.2570818172246532,轻微抖动,2
881,-172.715,10.9559,1.3530891889132421,0.7384634335251316,严重抖动,0
882,-50.2081,16.1714,1.6737499039559884,1.0312977421381229,严重抖动,0
883,-73.9264,1.9504,1.3240426105546197,0.6741515508869435,严重抖动,0
884,-142.6571,16.8823,-0.7652169756170906,0.384187143730424,严重抖动,0
885,-70.6294,10.6802,-1.0539264544653524,-2.0203310925591267,平稳,1
886,78.9161,17.7525,0.40677868606221257,0.6734366845241497,严重抖动,0
887,35.6827,19.8504,-0.5030884934760799,-0.1394602940198985,轻微抖动,2
888,77.0656,17.4836,-1.2412768848784674,-1.7378232111867828,平稳,1
889,44.3279,10.3972,1.1096383321586478,0.7075885118561538,严重抖动,0
890,-147.2357,5.3897,-1.4371048631613668,-0.7721378971028733,严重抖动,0
891,144.3469,19.5532,0.4855421985416401,0.7668702399415456,严重抖动,0
892,-32.7082,5.8264,1.464749640138365,0.6782685549763173,严重抖动,0
893,133.6273,15.2181,0.5663322164879484,1.0791207364082238,严重抖动,0
894,41.3175,18.1527,0.12283149506112026,1.0949573744452947,严重抖动,0
895,-47.4083,7.9165,-0.7487685062442426,-0.2697538201436758,轻微抖动,2
896,-8.9288,18.9572,1.0027739438718088,0.4008690981964918,严重抖动,0
897,156.4409,9.2102,1.4411070763580913,0.9722090801507116,严重抖动,0
898,147.1995,5.0854,-0.014362925046699076,-0.14366078615164227,轻微抖动,2
899,83.3925,9.3495,-0.8847470230719336,-1.175755619938288,平稳,1
900,163.8355,4.6673,-0.504540822394011,-0.6225325431783711,轻微抖动,2
901,-46.5442,4.503,1.3945312257109512,0.7814284673298248,严重抖动,0
902,3.2412,17.8685,1.0452630084940728,1.2491493526975022,严重抖动,0
903,126.8515,15.3745,-0.27909208920353973,-0.6370698985560579,轻微抖动,2
904,80.153,7.1057,0.37283471949196206,1.0734487675297077,轻微抖动,2
905,52.4845,3.2344,-0.6673705366578704,-0.3275536354769991,轻微抖动,2
906,-67.637,10.1534,0.663807129444907,0.6345260387770529,严重抖动,0
907,9.247,18.9962,-0.8326658325731012,0.3439093812895173,轻微抖动,2
908,-64.3533,7.7713,-1.31689931388423,-1.7547399757720163,平稳,1
909,-113.6702,3.0225,-1.098239374007809,-0.5559195213723581,平稳,1
910,97.9072,1.7301,0.28562743423386505,0.6505870509279936,严重抖动,0
911,76.3031,10.3716,-1.1512662670578524,-1.6389159709915007,平稳,1
912,114.0363,4.7295,-0.15736666082624287,-0.592930814155536,轻微抖动,2
913,179.7588,19.815,-0.8763708004754936,0.23774911741333546,轻微抖动,2
914,166.3178,2.5471,0.9788949544537319,0.446291811248453,严重抖动,0
915,92.1304,13.2519,-0.18854106992508998,-0.21927486252567746,轻微抖动,2
916,-1.9375,3.5077,0.9424178560498805,0.7347169076237753,严重抖动,0
917,-1.8874,6.6995,1.6714869728513049,0.8657513901235869,严重抖动,0
918,51.4847,9.8373,-0.7541049706403617,0.05374147202972003,轻微抖动,2
919,-104.8,15.7278,1.4803875073244608,0.6597029015542748,严重抖动,0
920,-64.796,7.4504,-1.3668188985517231,-2.051409516331382,平稳,1
921,-39.3417,18.9847,-0.8765396759310671,-1.5987947486300378,平稳,1
922,85.1964,9.7006,-0.754915572827114,0.3550185089273831,轻微抖动,2
923,-166.3981,1.8173,0.33210195960766103,0.9176287724512836,严重抖动,0
924,-66.6772,1.9946,-0.7714991425644206,-0.14681245975111215,轻微抖动,2
925,134.9917,18.5575,-0.346473395977321,-0.33578242565309824,轻微抖动,2
926,-164.8779,18.2306,0.7220353865266109,1.1769687220659355,严重抖动,0
927,119.2058,1.2942,-0.012640395399850348,-0.5168940795670024,轻微抖动,2
928,99.1137,11.9141,1.0179051846911842,1.28713641197588,严重抖动,0
929,-165.4999,8.3419,0.7112611324610287,1.2717641761744922,严重抖动,0
930,-55.3091,12.3882,-1.4034648724111478,-1.683681215709798,平稳,1
931,-83.64,18.3203,0.8521032624092332,0.3780872986347613,严重抖动,0
932,114.8992,19.9268,-0.6576095353257286,-0.3251377002509157,轻微抖动,2
933,-17.8596,13.2868,0.5659269153945723,0.39201414770261683,严重抖动,0
934,-66.7737,14.3036,1.6237289940151514,0.6656409885678453,严重抖动,0
935,84.2848,2.9774,1.2299114316180138,0.4928781388909478,严重抖动,0
936,-27.5669,4.2764,-0.6583525873302515,0.22538766913991867,平稳,1
937,80.0861,16.8752,1.6696631179311123,1.1532320280195976,严重抖动,0
938,-63.3686,13.8987,-0.19279673140553932,-0.5376460760986108,轻微抖动,2
939,-11.0584,7.5884,0.7914769738583873,1.3305710660189047,平稳,1
940,-30.362,16.8088,1.3324188331510591,0.8834925991272252,严重抖动,0
941,158.5445,11.5357,-0.8445208895543529,-0.4333225491545709,轻微抖动,2
942,145.9687,16.116,0.43335968276946374,1.3596301227663343,严重抖动,0
943,120.6884,7.2147,-1.1059738698730701,-1.4359356679792883,平稳,1
944,-129.0424,14.4974,0.4246119341707623,0.6000559132835145,轻微抖动,2
945,-35.4803,15.5321,-0.22272146213314328,0.06780398916642731,轻微抖动,2
946,-140.1889,12.9269,-0.04509825796105521,0.3291633058059051,轻微抖动,2
947,134.7307,4.2492,0.09425776797810324,0.9616687148014915,严重抖动,0
948,-171.0447,8.1599,0.8253871653375235,1.1142274582248344,严重抖动,0
949,-84.7826,3.848,0.8030956052018363,1.1023251941844525,严重抖动,0
950,114.0283,15.4656,-1.2472213009146509,-1.7848582870570164,平稳,1
951,83.0545,1.8044,-0.19894379798841066,0.4322553841249869,轻微抖动,2
952,-171.6815,1.9715,-0.8247624612522667,-0.7424265900244276,轻微抖动,2
953,160.9515,12.4553,1.5370283351237746,0.8077793807028752,严重抖动,0
954,-67.4437,4.3864,-0.5571624143506783,-0.5583563286090344,轻微抖动,2
955,151.9534,15.2718,-0.66426322827532,-0.009104151864343792,轻微抖动,2
956,-92.126,14.8513,0.5194186149296613,0.5615105277217862,严重抖动,0
957,54.9097,12.6295,-0.6127562143254371,-0.4487730549956806,轻微抖动,2
958,-28.3711,16.9518,-0.4865724739210026,-0.31322500020523736,轻微抖动,2
959,92.8289,11.0747,-1.193586456224543,-0.712803988991,平稳,1
960,2.8023,10.421,-0.9127803486971159,0.10727296119687425,轻微抖动,2
961,-99.397,9.4344,1.5089612344074776,1.1112949407365857,严重抖动,0
962,132.9624,5.5163,-1.5554865575183108,-0.8100101603229924,平稳,1
963,-158.9073,5.0942,-0.5004202612780203,0.2919485109194501,轻微抖动,2
964,-39.9157,11.5952,0.5461009369102567,0.39620942183171226,严重抖动,0
965,-164.8639,12.3665,-0.44641389058565123,-0.3056119343416175,轻微抖动,2
966,121.8016,11.5547,0.9198223200941612,0.9390851993403898,严重抖动,0
967,146.2515,10.6211,0.7329447409566515,1.2574929389318599,严重抖动,0
968,80.689,16.4326,0.18808497109467687,1.241718916926567,严重抖动,0
969,-30.9353,5.8202,0.32399593774013846,0.9383912049881886,严重抖动,0
970,-125.4284,13.296,-0.64909821236483,-0.6323267341489089,轻微抖动,2
971,161.9838,16.3071,-1.1962546884226026,-1.3069570785228395,平稳,1
972,169.1355,1.4751,-1.4584169456547278,-0.7802101471995285,平稳,1
973,154.4208,18.3043,-1.5330598970181648,-1.8085167110636327,平稳,1
974,44.5053,10.1523,0.7694218393605031,0.8964384636972326,严重抖动,0
975,-50.6904,12.0279,-1.2361430710290364,-0.9315583140085059,平稳,1
976,179.55,8.0653,-1.291466670274878,-1.506634385858786,平稳,1
977,67.721,1.4021,1.168643416335989,0.4925963667479484,严重抖动,0
978,-101.423,4.1206,-1.3687103036541448,-1.5321086747869512,平稳,1
979,-61.6157,13.4163,-0.8106782482574462,-0.3841376561933085,轻微抖动,2
980,153.7829,18.1264,-0.6772328632633562,-0.22543210565046962,轻微抖动,2
981,-126.5813,13.0848,-1.3211212002735648,-1.7342071353516295,平稳,1
982,-137.7137,14.1017,1.7092137496263997,1.294305947614409,严重抖动,0
983,77.0596,6.5596,0.09209616214676412,-0.45927689432636376,轻微抖动,2
984,-158.1974,17.8496,-0.5063646773142035,-0.584263711756994,轻微抖动,2
985,159.9325,10.8284,0.36837640746482453,1.2689516727471508,严重抖动,0
986,5.1555,16.1714,-0.017943084704854628,0.22853412473674026,轻微抖动,2
987,73.586,14.5316,-1.0676729165490262,-0.8915675417132465,平稳,1
988,142.5075,11.981,1.7098554763575782,0.559105028500999,严重抖动,0
989,25.3648,2.756,0.2673888850319392,0.6757117336787346,严重抖动,0
990,-92.3962,17.6721,-0.13828373434644997,-0.05211614769286993,轻微抖动,2
991,-85.9943,2.8564,1.2726031467869658,0.5584005981435012,严重抖动,0
992,-66.8731,19.497,-0.039525367927133535,-0.4059541252651353,轻微抖动,2
993,-51.5533,16.0521,1.321475703629904,0.5653718496814014,严重抖动,0
994,175.2889,8.5628,0.9825764393852318,1.0975924657826,严重抖动,0
995,128.2678,10.3216,-0.46748954744120996,0.17009249507769694,轻微抖动,2
996,62.8826,2.0571,-1.1480914084930727,-1.4639093801759069,平稳,1
997,-176.0299,18.6046,0.78283055053303,0.6658810166896597,严重抖动,0
998,-144.5625,19.609,1.5422296991554347,1.1546774147531291,严重抖动,0
999,23.6032,2.4722,-1.5554865575183108,-2.1546476987246113,平稳,1
1000,-146.3645,10.2025,-0.9757708936259891,-0.8426226768737978,平稳,1
